timestamp_ms,event,epoch,bytes,latency_ms,mode
1785267743830,zero_rtt_available,0,0,0.275,0rtt
1785274081302,handshake_0rtt_accepted,0,0,734801.672,0rtt
1785274081309,commit_cpu,1,0,3.511,0rtt
1785274081310,commit_net,1,518,0.290,0rtt
1785274086307,commit_cpu,2,0,2.209,0rtt
1785274086308,commit_net,2,1027,0.227,0rtt
1785274091306,commit_cpu,3,0,1.629,0rtt
1785274091307,commit_net,3,1545,0.051,0rtt
1785274096305,blackout_start,3,0,0.000,0rtt
1785274096309,commit_offline,4,0,0.000,0rtt
1785274101309,commit_offline,5,0,0.000,0rtt
1785274106307,blackout_end,5,0,0.000,0rtt
1785274336465,handshake_transcript_embedded,5,2572,0.260,0rtt
1785274817113,zero_rtt_available,0,0,480647.957,0rtt
1785274817114,reconnect_handshake_0rtt_accepted,0,0,480648.870,0rtt
1785274817116,commit_cpu,6,0,1.593,0rtt
1785274817116,commit_net,6,3081,0.158,0rtt
1785274822118,commit_cpu,7,0,1.783,0rtt
1785274822118,commit_net,7,3599,0.695,0rtt
1785274827118,commit_cpu,8,0,1.822,0rtt
1785274827118,commit_net,8,4108,0.250,0rtt
1785274832115,blackout_start,8,0,0.000,0rtt
1785274832119,commit_offline,9,0,0.000,0rtt
1785274837119,commit_offline,10,0,0.000,0rtt
1785274842118,blackout_end,10,0,0.000,0rtt
1785275072123,handshake_transcript_embedded,10,5135,0.085,0rtt
1785275972127,reconnect_attempt_timed_out,10,0,900003.569,0rtt
1785275972127,done,10,0,0.000,0rtt
