timestamp_ms,event,epoch,bytes,latency_ms,mode
1784041024125,zero_rtt_available,0,0,0.165,0rtt
1784041024164,handshake_0rtt_accepted,0,0,38.867,0rtt
1784041024202,commit,1,518,36.624,0rtt
1784041054202,commit,2,518,33.658,0rtt
1784041084199,commit,3,518,33.297,0rtt
1784041114203,commit,4,518,37.608,0rtt
1784041144200,commit,5,518,34.127,0rtt
1784041174201,commit,6,518,34.548,0rtt
1784041204061,done,6,0,0.000,0rtt
