timestamp_ms,event,epoch,bytes,latency_ms,mode
1785280729439,zero_rtt_available,0,0,0.120,0rtt
1785280729477,handshake_0rtt_accepted,0,0,37.518,0rtt
1785280729480,commit_cpu,1,0,1.419,0rtt
1785280729480,commit_net,1,518,0.138,0rtt
1785280734480,commit_cpu,2,0,1.749,0rtt
1785280734481,commit_net,2,518,0.135,0rtt
1785280739481,commit_cpu,3,0,1.462,0rtt
1785280739481,commit_net,3,518,0.152,0rtt
1785280744478,blackout_start,3,0,0.000,0rtt
1785280744482,commit_offline,4,0,0.000,0rtt
1785280749482,commit_offline,5,0,0.000,0rtt
1785280754480,blackout_end,5,0,0.000,0rtt
1785280754481,handshake_transcript_embedded,5,1027,0.094,0rtt
1785280754521,zero_rtt_available,0,0,39.763,0rtt
1785280754521,reconnect_handshake_0rtt_accepted,0,0,40.058,0rtt
1785280754523,commit_cpu,6,0,1.588,0rtt
1785280754523,commit_net,6,1545,0.152,0rtt
1785280759524,commit_cpu,7,0,1.510,0rtt
1785280759524,commit_net,7,518,0.134,0rtt
1785280764524,commit_cpu,8,0,1.699,0rtt
1785280764525,commit_net,8,518,0.152,0rtt
1785280769522,blackout_start,8,0,0.000,0rtt
1785280769526,commit_offline,9,0,0.000,0rtt
1785280774526,commit_offline,10,0,0.000,0rtt
1785280779524,blackout_end,10,0,0.000,0rtt
1785280779525,handshake_transcript_embedded,10,1027,0.043,0rtt
1785280779564,zero_rtt_available,0,0,39.783,0rtt
1785280779565,reconnect_handshake_0rtt_accepted,0,0,40.059,0rtt
1785280779568,commit_cpu,11,0,1.523,0rtt
1785280779569,commit_net,11,1545,0.151,0rtt
1785280784568,commit_cpu,12,0,1.201,0rtt
1785280784569,commit_net,12,518,0.111,0rtt
1785280789568,commit_cpu,13,0,1.536,0rtt
1785280789569,commit_net,13,518,0.103,0rtt
1785280794569,blackout_start,13,0,0.000,0rtt
1785280794573,commit_offline,14,0,0.000,0rtt
1785280799573,commit_offline,15,0,0.000,0rtt
1785280804571,blackout_end,15,0,0.000,0rtt
1785280804572,handshake_transcript_embedded,15,1027,0.095,0rtt
1785280804612,zero_rtt_available,0,0,40.345,0rtt
1785280804613,reconnect_handshake_0rtt_accepted,0,0,40.639,0rtt
1785280804616,commit_cpu,16,0,1.705,0rtt
1785280804616,commit_net,16,1545,0.122,0rtt
1785280809615,commit_cpu,17,0,0.766,0rtt
1785280809615,commit_net,17,518,0.074,0rtt
1785280814615,commit_cpu,18,0,0.489,0rtt
1785280814615,commit_net,18,518,0.098,0rtt
1785280819417,done,18,0,0.000,0rtt
